Sentence_ID,Sentence,Word_ID,Word,Surprisal value
4,"出卖雇主的副手之后,那位助理立即公开了所有资料",1,出卖,14.316606521606445
4,"出卖雇主的副手之后,那位助理立即公开了所有资料",2,雇主,8.922971725463867
4,"出卖雇主的副手之后,那位助理立即公开了所有资料",3,的,8.654072761535645
4,"出卖雇主的副手之后,那位助理立即公开了所有资料",4,副手,17.245651245117188
4,"出卖雇主的副手之后,那位助理立即公开了所有资料",5,之后,12.965217590332031
4,"出卖雇主的副手之后,那位助理立即公开了所有资料",6,",",16.343544006347656
4,"出卖雇主的副手之后,那位助理立即公开了所有资料",7,那位,9.854204177856445
4,"出卖雇主的副手之后,那位助理立即公开了所有资料",8,助理,8.290558815002441
5,"虐待孩子的保姆之后,那对夫妻最终受到了法律制裁",1,虐待,9.048643112182617
5,"虐待孩子的保姆之后,那对夫妻最终受到了法律制裁",2,孩子,8.566057205200195
5,"虐待孩子的保姆之后,那对夫妻最终受到了法律制裁",3,的,8.165474891662598
5,"虐待孩子的保姆之后,那对夫妻最终受到了法律制裁",4,保姆,9.319452285766602
5,"虐待孩子的保姆之后,那对夫妻最终受到了法律制裁",5,之后,12.12047004699707
5,"虐待孩子的保姆之后,那对夫妻最终受到了法律制裁",6,",",15.505708694458008
5,"虐待孩子的保姆之后,那对夫妻最终受到了法律制裁",7,那对,18.960037231445312
5,"虐待孩子的保姆之后,那对夫妻最终受到了法律制裁",8,夫妻,7.574594020843506
6,"接送旅客的导游之前,那个司机给车进行了彻底清洁",1,接送,8.434654235839844
6,"接送旅客的导游之前,那个司机给车进行了彻底清洁",2,旅客,7.272595405578613
6,"接送旅客的导游之前,那个司机给车进行了彻底清洁",3,的,6.400778770446777
6,"接送旅客的导游之前,那个司机给车进行了彻底清洁",4,导游,5.650245666503906
6,"接送旅客的导游之前,那个司机给车进行了彻底清洁",5,之前,9.896978378295898
6,"接送旅客的导游之前,那个司机给车进行了彻底清洁",6,",",14.744871139526367
6,"接送旅客的导游之前,那个司机给车进行了彻底清洁",7,那个,9.410998344421387
6,"接送旅客的导游之前,那个司机给车进行了彻底清洁",8,司机,7.1648993492126465
7,"看望病人的医生之前,那位院长特意慰问了退休人员",1,看望,9.424467086791992
7,"看望病人的医生之前,那位院长特意慰问了退休人员",2,病人,6.942054748535156
7,"看望病人的医生之前,那位院长特意慰问了退休人员",3,的,13.90074634552002
7,"看望病人的医生之前,那位院长特意慰问了退休人员",4,医生,6.3287577629089355
7,"看望病人的医生之前,那位院长特意慰问了退休人员",5,之前,11.131484031677246
7,"看望病人的医生之前,那位院长特意慰问了退休人员",6,",",15.628700256347656
7,"看望病人的医生之前,那位院长特意慰问了退休人员",7,那位,10.811853408813477
7,"看望病人的医生之前,那位院长特意慰问了退休人员",8,院长,6.337006568908691
8,"袭击局长的秘书之后,那名男子匆忙跑进了一家餐厅",1,袭击,7.684636116027832
8,"袭击局长的秘书之后,那名男子匆忙跑进了一家餐厅",2,局长,6.173242568969727
8,"袭击局长的秘书之后,那名男子匆忙跑进了一家餐厅",3,的,8.142845153808594
8,"袭击局长的秘书之后,那名男子匆忙跑进了一家餐厅",4,秘书,8.117666244506836
8,"袭击局长的秘书之后,那名男子匆忙跑进了一家餐厅",5,之后,12.642786026000977
8,"袭击局长的秘书之后,那名男子匆忙跑进了一家餐厅",6,",",16.230039596557617
8,"袭击局长的秘书之后,那名男子匆忙跑进了一家餐厅",7,那名,20.458620071411133
8,"袭击局长的秘书之后,那名男子匆忙跑进了一家餐厅",8,男子,11.325788497924805
9,"得罪领导的助手之后,那位工人还未察觉有何不妥",1,得罪,10.883217811584473
9,"得罪领导的助手之后,那位工人还未察觉有何不妥",2,领导,9.561469078063965
9,"得罪领导的助手之后,那位工人还未察觉有何不妥",3,的,7.263454437255859
9,"得罪领导的助手之后,那位工人还未察觉有何不妥",4,助手,8.865866661071777
9,"得罪领导的助手之后,那位工人还未察觉有何不妥",5,之后,11.279812812805176
9,"得罪领导的助手之后,那位工人还未察觉有何不妥",6,",",15.360316276550293
9,"得罪领导的助手之后,那位工人还未察觉有何不妥",7,那位,10.302122116088867
9,"得罪领导的助手之后,那位工人还未察觉有何不妥",8,工人,9.70173454284668
10,"面试学徒的师傅之前,那位考官详细说明了考察内容",1,面试,7.832202911376953
10,"面试学徒的师傅之前,那位考官详细说明了考察内容",2,学徒,17.36029052734375
10,"面试学徒的师傅之前,那位考官详细说明了考察内容",3,的,8.26269817352295
10,"面试学徒的师傅之前,那位考官详细说明了考察内容",4,师傅,8.100565910339355
10,"面试学徒的师傅之前,那位考官详细说明了考察内容",5,之前,9.138503074645996
10,"面试学徒的师傅之前,那位考官详细说明了考察内容",6,",",14.707868576049805
10,"面试学徒的师傅之前,那位考官详细说明了考察内容",7,那位,10.787747383117676
10,"面试学徒的师傅之前,那位考官详细说明了考察内容",8,考官,16.49584197998047
11,"服侍首相的厨师之前,那个青年还曾当过酒店前台",1,服侍,12.1832914352417
11,"服侍首相的厨师之前,那个青年还曾当过酒店前台",2,首相,7.9952287673950195
11,"服侍首相的厨师之前,那个青年还曾当过酒店前台",3,的,8.611495971679688
11,"服侍首相的厨师之前,那个青年还曾当过酒店前台",4,厨师,7.781286716461182
11,"服侍首相的厨师之前,那个青年还曾当过酒店前台",5,之前,11.244244575500488
11,"服侍首相的厨师之前,那个青年还曾当过酒店前台",6,",",16.38837432861328
11,"服侍首相的厨师之前,那个青年还曾当过酒店前台",7,那个,9.783093452453613
11,"服侍首相的厨师之前,那个青年还曾当过酒店前台",8,青年,8.53353500366211
12,"拜访教授的学生之前,那个助教精心准备了一份礼物",1,拜访,7.633485317230225
12,"拜访教授的学生之前,那个助教精心准备了一份礼物",2,教授,7.34423303604126
12,"拜访教授的学生之前,那个助教精心准备了一份礼物",3,的,8.143925666809082
12,"拜访教授的学生之前,那个助教精心准备了一份礼物",4,学生,11.244233131408691
12,"拜访教授的学生之前,那个助教精心准备了一份礼物",5,之前,11.675634384155273
12,"拜访教授的学生之前,那个助教精心准备了一份礼物",6,",",16.13886833190918
12,"拜访教授的学生之前,那个助教精心准备了一份礼物",7,那个,11.309159278869629
12,"拜访教授的学生之前,那个助教精心准备了一份礼物",8,助教,18.715923309326172
13,"训练士兵的将军之后,那位司令开车回到了指挥办公室",1,训练,5.787544250488281
13,"训练士兵的将军之后,那位司令开车回到了指挥办公室",2,士兵,8.876860618591309
13,"训练士兵的将军之后,那位司令开车回到了指挥办公室",3,的,8.107515335083008
13,"训练士兵的将军之后,那位司令开车回到了指挥办公室",4,将军,9.3626708984375
13,"训练士兵的将军之后,那位司令开车回到了指挥办公室",5,之后,13.019755363464355
13,"训练士兵的将军之后,那位司令开车回到了指挥办公室",6,",",15.244963645935059
13,"训练士兵的将军之后,那位司令开车回到了指挥办公室",7,那位,9.703471183776855
13,"训练士兵的将军之后,那位司令开车回到了指挥办公室",8,司令,9.059223175048828
