Sentence_ID,Sentence,Word_ID,Word,Surprisal value
5,"虐待孩子的保姆之后,那对夫妻最终受到了法律制裁",1,虐待,13.386873245239258
5,"虐待孩子的保姆之后,那对夫妻最终受到了法律制裁",2,孩子,9.648786544799805
5,"虐待孩子的保姆之后,那对夫妻最终受到了法律制裁",3,的,10.238304138183594
5,"虐待孩子的保姆之后,那对夫妻最终受到了法律制裁",4,保姆,10.865077018737793
5,"虐待孩子的保姆之后,那对夫妻最终受到了法律制裁",5,之后,9.842586517333984
5,"虐待孩子的保姆之后,那对夫妻最终受到了法律制裁",6,",",15.70432186126709
5,"虐待孩子的保姆之后,那对夫妻最终受到了法律制裁",7,那对,15.611457824707031
5,"虐待孩子的保姆之后,那对夫妻最终受到了法律制裁",8,夫妻,7.826167106628418
6,"接送旅客的导游之前,那个司机给车进行了彻底清洁",1,接送,10.330375671386719
6,"接送旅客的导游之前,那个司机给车进行了彻底清洁",2,旅客,10.402884483337402
6,"接送旅客的导游之前,那个司机给车进行了彻底清洁",3,的,8.843362808227539
6,"接送旅客的导游之前,那个司机给车进行了彻底清洁",4,导游,8.436522483825684
6,"接送旅客的导游之前,那个司机给车进行了彻底清洁",5,之前,9.223081588745117
6,"接送旅客的导游之前,那个司机给车进行了彻底清洁",6,",",15.167852401733398
6,"接送旅客的导游之前,那个司机给车进行了彻底清洁",7,那个,9.323237419128418
6,"接送旅客的导游之前,那个司机给车进行了彻底清洁",8,司机,6.617826461791992
7,"看望病人的医生之前,那位院长特意慰问了退休人员",1,看望,15.919864654541016
7,"看望病人的医生之前,那位院长特意慰问了退休人员",2,病人,11.396699905395508
7,"看望病人的医生之前,那位院长特意慰问了退休人员",3,的,11.100811958312988
7,"看望病人的医生之前,那位院长特意慰问了退休人员",4,医生,7.053175926208496
7,"看望病人的医生之前,那位院长特意慰问了退休人员",5,之前,10.657451629638672
7,"看望病人的医生之前,那位院长特意慰问了退休人员",6,",",15.107276916503906
7,"看望病人的医生之前,那位院长特意慰问了退休人员",7,那位,7.0718207359313965
7,"看望病人的医生之前,那位院长特意慰问了退休人员",8,院长,11.714733123779297
8,"袭击局长的秘书之后,那名男子匆忙跑进了一家餐厅",1,袭击,13.485636711120605
8,"袭击局长的秘书之后,那名男子匆忙跑进了一家餐厅",2,局长,1.022751808166504
8,"袭击局长的秘书之后,那名男子匆忙跑进了一家餐厅",3,的,8.779189109802246
8,"袭击局长的秘书之后,那名男子匆忙跑进了一家餐厅",4,秘书,10.152196884155273
8,"袭击局长的秘书之后,那名男子匆忙跑进了一家餐厅",5,之后,7.991616249084473
8,"袭击局长的秘书之后,那名男子匆忙跑进了一家餐厅",6,",",14.028223991394043
8,"袭击局长的秘书之后,那名男子匆忙跑进了一家餐厅",7,那名,18.8513240814209
8,"袭击局长的秘书之后,那名男子匆忙跑进了一家餐厅",8,男子,14.2662353515625
9,"得罪领导的助手之后,那位工人还未察觉有何不妥",1,得罪,13.936647415161133
9,"得罪领导的助手之后,那位工人还未察觉有何不妥",2,领导,8.04880428314209
9,"得罪领导的助手之后,那位工人还未察觉有何不妥",3,的,8.464527130126953
9,"得罪领导的助手之后,那位工人还未察觉有何不妥",4,助手,9.332218170166016
9,"得罪领导的助手之后,那位工人还未察觉有何不妥",5,之后,7.254645347595215
9,"得罪领导的助手之后,那位工人还未察觉有何不妥",6,",",14.276774406433105
9,"得罪领导的助手之后,那位工人还未察觉有何不妥",7,那位,7.7679572105407715
9,"得罪领导的助手之后,那位工人还未察觉有何不妥",8,工人,9.73477840423584
10,"面试学徒的师傅之前,那位考官详细说明了考察内容",1,面试,11.015731811523438
10,"面试学徒的师傅之前,那位考官详细说明了考察内容",2,学徒,16.39729118347168
10,"面试学徒的师傅之前,那位考官详细说明了考察内容",3,的,9.323890686035156
10,"面试学徒的师傅之前,那位考官详细说明了考察内容",4,师傅,8.198336601257324
10,"面试学徒的师傅之前,那位考官详细说明了考察内容",5,之前,8.973196983337402
10,"面试学徒的师傅之前,那位考官详细说明了考察内容",6,",",13.436365127563477
10,"面试学徒的师傅之前,那位考官详细说明了考察内容",7,那位,9.340127944946289
10,"面试学徒的师傅之前,那位考官详细说明了考察内容",8,考官,18.73776626586914
11,"服侍首相的厨师之前,那个青年还曾当过酒店前台",1,服侍,8.069815635681152
11,"服侍首相的厨师之前,那个青年还曾当过酒店前台",2,首相,4.963095188140869
11,"服侍首相的厨师之前,那个青年还曾当过酒店前台",3,的,7.687536239624023
11,"服侍首相的厨师之前,那个青年还曾当过酒店前台",4,厨师,8.143231391906738
11,"服侍首相的厨师之前,那个青年还曾当过酒店前台",5,之前,7.0846333503723145
11,"服侍首相的厨师之前,那个青年还曾当过酒店前台",6,",",10.646833419799805
11,"服侍首相的厨师之前,那个青年还曾当过酒店前台",7,那个,6.487016677856445
11,"服侍首相的厨师之前,那个青年还曾当过酒店前台",8,青年,6.274321556091309
12,"拜访教授的学生之前,那个助教精心准备了一份礼物",1,拜访,17.38104820251465
12,"拜访教授的学生之前,那个助教精心准备了一份礼物",2,教授,5.75288200378418
12,"拜访教授的学生之前,那个助教精心准备了一份礼物",3,的,9.6577787399292
12,"拜访教授的学生之前,那个助教精心准备了一份礼物",4,学生,9.147449493408203
12,"拜访教授的学生之前,那个助教精心准备了一份礼物",5,之前,9.68343448638916
12,"拜访教授的学生之前,那个助教精心准备了一份礼物",6,",",14.929240226745605
12,"拜访教授的学生之前,那个助教精心准备了一份礼物",7,那个,10.836376190185547
12,"拜访教授的学生之前,那个助教精心准备了一份礼物",8,助教,12.282115936279297
13,"训练士兵的将军之后,那位司令开车回到了指挥办公室",1,训练,13.73811149597168
13,"训练士兵的将军之后,那位司令开车回到了指挥办公室",2,士兵,5.615203380584717
13,"训练士兵的将军之后,那位司令开车回到了指挥办公室",3,的,10.210699081420898
13,"训练士兵的将军之后,那位司令开车回到了指挥办公室",4,将军,8.567489624023438
13,"训练士兵的将军之后,那位司令开车回到了指挥办公室",5,之后,5.414636611938477
13,"训练士兵的将军之后,那位司令开车回到了指挥办公室",6,",",14.732853889465332
13,"训练士兵的将军之后,那位司令开车回到了指挥办公室",7,那位,6.356542587280273
13,"训练士兵的将军之后,那位司令开车回到了指挥办公室",8,司令,8.432974815368652
