Sentence_ID,Sentence,Word_ID,Word,Surprisal value
5,虐待孩子的保姆之后那对夫妻最终受到了法律制裁,4,保姆,7.310159206390381
5,虐待孩子的保姆之后那对夫妻最终受到了法律制裁,5,之后,11.312849998474121
5,虐待孩子的保姆之后那对夫妻最终受到了法律制裁,6,那对,16.44928741455078
5,虐待孩子的保姆之后那对夫妻最终受到了法律制裁,7,夫妻,8.606847763061523
5,虐待孩子的保姆之后那对夫妻最终受到了法律制裁,8,最终,11.271364212036133
6,接送旅客的导游之前那个司机给车进行了彻底清洁,1,接送,7.1270527839660645
6,接送旅客的导游之前那个司机给车进行了彻底清洁,2,旅客,7.356685638427734
6,接送旅客的导游之前那个司机给车进行了彻底清洁,3,的,7.527008533477783
6,接送旅客的导游之前那个司机给车进行了彻底清洁,4,导游,7.9456305503845215
6,接送旅客的导游之前那个司机给车进行了彻底清洁,5,之前,9.531903266906738
6,接送旅客的导游之前那个司机给车进行了彻底清洁,6,那个,8.322671890258789
6,接送旅客的导游之前那个司机给车进行了彻底清洁,7,司机,5.979363918304443
6,接送旅客的导游之前那个司机给车进行了彻底清洁,8,给车,15.284997940063477
7,看望病人的医生之前那位院长特意慰问了退休人员,1,看望,6.775492191314697
7,看望病人的医生之前那位院长特意慰问了退休人员,2,病人,10.341293334960938
7,看望病人的医生之前那位院长特意慰问了退休人员,3,的,10.321080207824707
7,看望病人的医生之前那位院长特意慰问了退休人员,4,医生,7.094473361968994
7,看望病人的医生之前那位院长特意慰问了退休人员,5,之前,9.250663757324219
7,看望病人的医生之前那位院长特意慰问了退休人员,6,那位,8.30000114440918
7,看望病人的医生之前那位院长特意慰问了退休人员,7,院长,7.600370407104492
7,看望病人的医生之前那位院长特意慰问了退休人员,8,特意,8.644874572753906
8,袭击局长的秘书之后那名男子匆忙跑进了一家餐厅,1,袭击,4.844326019287109
8,袭击局长的秘书之后那名男子匆忙跑进了一家餐厅,2,局长,7.675495624542236
8,袭击局长的秘书之后那名男子匆忙跑进了一家餐厅,3,的,12.482900619506836
8,袭击局长的秘书之后那名男子匆忙跑进了一家餐厅,4,秘书,7.24953031539917
8,袭击局长的秘书之后那名男子匆忙跑进了一家餐厅,5,之后,10.76952075958252
8,袭击局长的秘书之后那名男子匆忙跑进了一家餐厅,6,那名,17.497180938720703
8,袭击局长的秘书之后那名男子匆忙跑进了一家餐厅,7,男子,10.802480697631836
8,袭击局长的秘书之后那名男子匆忙跑进了一家餐厅,8,匆忙,16.126249313354492
9,得罪领导的助手之后那位工人还未察觉有何不妥,1,得罪,8.058465957641602
9,得罪领导的助手之后那位工人还未察觉有何不妥,2,领导,7.876601696014404
9,得罪领导的助手之后那位工人还未察觉有何不妥,3,的,8.430930137634277
9,得罪领导的助手之后那位工人还未察觉有何不妥,4,助手,10.640700340270996
9,得罪领导的助手之后那位工人还未察觉有何不妥,5,之后,10.512739181518555
9,得罪领导的助手之后那位工人还未察觉有何不妥,6,那位,11.056580543518066
9,得罪领导的助手之后那位工人还未察觉有何不妥,7,工人,9.511483192443848
9,得罪领导的助手之后那位工人还未察觉有何不妥,8,还未,11.683521270751953
10,面试学徒的师傅之前那位考官详细说明了考察内容,1,面试,5.934488296508789
10,面试学徒的师傅之前那位考官详细说明了考察内容,2,学徒,16.057140350341797
10,面试学徒的师傅之前那位考官详细说明了考察内容,3,的,7.713683128356934
10,面试学徒的师傅之前那位考官详细说明了考察内容,4,师傅,7.753849983215332
10,面试学徒的师傅之前那位考官详细说明了考察内容,5,之前,9.451082229614258
10,面试学徒的师傅之前那位考官详细说明了考察内容,6,那位,9.677322387695312
10,面试学徒的师傅之前那位考官详细说明了考察内容,7,考官,16.178293228149414
10,面试学徒的师傅之前那位考官详细说明了考察内容,8,详细,8.58527660369873
11,服侍首相的厨师之前那个青年还曾当过酒店前台,1,服侍,11.13705825805664
11,服侍首相的厨师之前那个青年还曾当过酒店前台,2,首相,17.84187126159668
11,服侍首相的厨师之前那个青年还曾当过酒店前台,3,的,7.819450855255127
11,服侍首相的厨师之前那个青年还曾当过酒店前台,4,厨师,8.372784614562988
11,服侍首相的厨师之前那个青年还曾当过酒店前台,5,之前,10.37137508392334
11,服侍首相的厨师之前那个青年还曾当过酒店前台,6,那个,8.164724349975586
11,服侍首相的厨师之前那个青年还曾当过酒店前台,7,青年,9.658047676086426
11,服侍首相的厨师之前那个青年还曾当过酒店前台,8,还曾,18.00307273864746
12,拜访教授的学生之前那个助教精心准备了一份礼物,1,拜访,9.068531036376953
12,拜访教授的学生之前那个助教精心准备了一份礼物,2,教授,6.664603233337402
12,拜访教授的学生之前那个助教精心准备了一份礼物,3,的,8.072469711303711
12,拜访教授的学生之前那个助教精心准备了一份礼物,4,学生,13.438765525817871
12,拜访教授的学生之前那个助教精心准备了一份礼物,5,之前,11.069783210754395
12,拜访教授的学生之前那个助教精心准备了一份礼物,6,那个,8.233245849609375
12,拜访教授的学生之前那个助教精心准备了一份礼物,7,助教,14.611414909362793
12,拜访教授的学生之前那个助教精心准备了一份礼物,8,精心,9.288272857666016
13,训练士兵的将军之后那位司令开车回到了指挥办公室,1,训练,6.158502101898193
13,训练士兵的将军之后那位司令开车回到了指挥办公室,2,士兵,6.91154670715332
13,训练士兵的将军之后那位司令开车回到了指挥办公室,3,的,7.891737937927246
13,训练士兵的将军之后那位司令开车回到了指挥办公室,4,将军,8.307415008544922
13,训练士兵的将军之后那位司令开车回到了指挥办公室,5,之后,11.258906364440918
13,训练士兵的将军之后那位司令开车回到了指挥办公室,6,那位,9.287872314453125
13,训练士兵的将军之后那位司令开车回到了指挥办公室,7,司令,8.595060348510742
13,训练士兵的将军之后那位司令开车回到了指挥办公室,8,开车,7.814110279083252
